id,filename,expected_path
2e4fa84a-7382-43bd-bea5-b50022a2c67b,accessories/unisex/manilla_2.png,/run/media/arch/Storage/SENA/Proyecto-Formativo/Acadify/backend/static/assets/accessories/unisex/manilla_2.png
